,Model,Scenario,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
227595,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Biomass,EJ/yr,55.1652744,55.5135963,54.1232268,52.0334173,50.7637094,51.9058451,52.5592218,54.31847,59.75161139999999,,66.7675777,,77.66482060000001,,85.1551295,,88.30478719999999
227596,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Biomass|1st Generation,EJ/yr,2.0372024,2.9024325,3.077253,3.0101289,3.5877191,5.9274974,6.1477486,6.255229600000001,6.2531551,,5.942523700000001,,6.098531799999999,,6.104585799999998,,6.163932499999999
227597,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Biomass|Electricity,EJ/yr,6.0880169,6.539017,6.7328814,6.6747514,6.4817346,6.166143,5.854414099999999,5.6094254,5.8008907,,6.1063441,,7.610682499999999,,8.753390099999999,,9.227924599999998
227598,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,0.0067504,0.0246885,0.0256303,0.0256748,0.025344,0.0245963,0.0232743,0.0218312,0.0206201,,0.0144665,,0.0843169,,0.3426191,,0.7511677999999999
227599,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Biomass|Electricity|w/o CCS,EJ/yr,6.081266400000001,6.5143285,6.707251100000001,6.6490766,6.456390700000001,6.1415468,5.8311397,5.587594299999999,5.780270600000001,,6.0918776,,7.5263657,,8.410770999999999,,8.476756800000002
227600,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Biomass|Energy Crops,EJ/yr,2.5055624,2.7460975,2.7351059,1.8052037,1.1075637,0.8636706000000002,2.0119301,4.824625599999999,10.136855,,14.9672511,,22.1744523,,26.5139933,,27.6114895
227601,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Biomass|Gases,EJ/yr,1.1418183,1.3606716,1.4753644,1.5302531,1.5031478,1.393179,1.2116653,0.9299626,0.728255,,0.2757989,,0.1403169,,0.1121435,,0.0830672
227602,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Biomass|Heat,EJ/yr,7.155145499999999,10.5209575,13.5027443,15.5672752,17.0848665,17.9748264,18.5433427,18.60488500000001,17.96814119999999,,16.6642801,,14.8097466,,12.0770103,,9.2335492
227603,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Biomass|Hydrogen,EJ/yr,0.0761253,0.5193770999999999,1.1003549,1.6564762,2.0677816,2.1443857,2.0857072,1.9375571,1.6971841,,1.003668,,0.4210168000000001,,0.5076035,,1.0607294
227604,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Biomass|Liquids,EJ/yr,2.083904700000001,3.1607764,3.9361571,5.3296758,8.4261881,14.2524155,18.7903343,23.7180074,31.5109696,,42.18632330000001,,54.6533736,,63.70491610000001,,68.6994855
227605,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Biomass|Modern,EJ/yr,31.5424016,35.0564182,37.1027865,38.5464243,40.9974398,45.3660953,48.3041138,51.5516159,58.0016597,,66.27681179999999,,77.63523869999999,,85.1551295,,88.30478719999999
227606,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Biomass|Residues,EJ/yr,50.62250960000001,49.8650664,48.31086789999999,47.2180847,46.0684266,45.11467709999999,44.3995431,43.23861490000001,43.36160139999999,,45.85780279999999,,49.3918366,,52.5365505,,54.52936520000001
227607,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Biomass|Solids,EJ/yr,38.6202637,33.4127967,27.3757248,21.2749856,15.1999907,9.9748954,6.0737582,3.5186325,2.0461708,,0.5311632,,0.0296843,,6.61e-05,,3.13e-05
227608,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Biomass|Traditional,EJ/yr,23.6228728,20.4571781,17.0204403,13.4869929,9.7662696,6.539749800000001,4.255108,2.7668542,1.7499517,,0.4907658,,0.029582,,0.0,,0.0
227609,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Coal,EJ/yr,171.5989959,173.9446946,170.2504512,164.2435610999999,156.5035519,150.2606714,152.6295314,160.0192037,172.3296897,,189.2906099,,198.9105039,,193.509254,,170.5207606
227610,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Coal|Electricity,EJ/yr,91.56691940000002,86.98220690000001,75.88162390000002,63.3068725,47.6832599,31.7747191,16.8504269,10.2805115,1.8454622999999999,,0.2277482,,0.0624418999999999,,0.0280969,,0.2694468
227611,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Coal|Electricity|w/ CCS,EJ/yr,0.0096088999999999,0.0385943999999999,0.0385633,0.0390584,0.0392171,0.0382443999999999,0.0361264,0.0325061,0.0267893,,0.0079658,,0.0002177,,0.0215366,,0.2688792
227612,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Coal|Electricity|w/o CCS,EJ/yr,91.5573105,86.94361250000001,75.84306060000002,63.267814,47.6440428,31.7364747,16.8143005,10.2480054,1.818673,,0.2197824,,0.0622241999999999,,0.0065603,,0.0005676
227613,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Coal|Gases,EJ/yr,0.4496922,0.1801155,0.1409283,0.098332,0.0520231,0.0139466,6.37e-05,6.570000000000001e-05,6.86e-05,,6.85e-05,,3.7e-06,,1.2e-06,,0.0
227614,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Coal|Heat,EJ/yr,9.0308559,8.7769359,7.640856299999999,6.828507099999999,6.4522658,6.3315043,6.284178,6.334809999999999,6.045246100000001,,5.996592000000001,,5.1374435,,3.1924788,,1.7935872
227615,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Coal|Hydrogen,EJ/yr,0.034014,0.2059017,0.4959956,0.8902614,1.323782,1.6746991,1.8168461,1.6293198,0.9835936,,0.1221267,,0.01752,,0.1006008,,0.5360824999999999
227616,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Coal|Liquids,EJ/yr,0.8595964,1.750639,3.5084774,6.776945100000001,12.5309601,21.6664829,34.1445447,49.2805745,73.81077289999999,,99.0711727,,114.2757184,,114.8601155,,98.0859769
227617,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Coal|Solids,EJ/yr,69.6579179,76.04889560000001,82.58256970000001,86.3426431,88.46126110000002,88.79931940000002,93.533472,92.4939221,89.64454620000001,,83.87290169999999,,79.4173765,,75.32796090000001,,69.8356672
227618,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Coal|w/ CCS,EJ/yr,0.0153437,0.0674235,0.0674139,0.0802315,0.09186,0.093123,0.0886478999999999,0.0800357,0.0661279,,0.0270262,,0.0058619,,0.1243128,,0.8072223
227619,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Coal|w/o CCS,EJ/yr,171.5836522,173.8772711,170.1830374,164.1633296,156.4116919,150.1675485,152.5408835,159.939168,172.2635618,,189.2635836999999,,198.904642,,193.3849412,,169.7135383
227620,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Fossil,EJ/yr,500.7165625,522.6078043,528.0645027999999,522.8525916999998,509.3739205,495.6713438,493.094192,488.8300735,493.44053,,493.2141391,,488.2172888,,469.299967,,431.4307122999999
227621,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.0644382999999999,0.2674888000000001,0.3271633,0.3576855,0.3752153,0.3714985,0.3504404,0.3055017,0.2330639,,0.064627,,0.0137593,,0.125135,,0.8072415000000001
227622,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Fossil|w/o CCS,EJ/yr,500.6521242,522.3403155999999,527.7373395000001,522.4949062000001,508.9987051999999,495.2998453,492.7437515,488.5245718,493.2074661,,493.1495121,,488.2035294999999,,469.1748321000001,,430.6234709
227623,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Gas,EJ/yr,137.4595301,145.4763228,150.2882407,152.7561827,155.4865464,163.2672792,176.2201889,186.6161052,198.7997759,,205.9497112,,206.1830394,,199.7667237,,185.6007007
227624,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Gas|Electricity,EJ/yr,49.348965,52.22121360000001,51.09925590000001,45.5629265,36.4774988,28.0735883,23.702812,20.0191323,14.0290111,,9.2078469,,7.9608023,,6.8798048,,5.6739253
227625,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Gas|Electricity|w/ CCS,EJ/yr,0.0,0.0012523,0.0012517,0.0012639,0.0012447,0.0011974,0.0011026,0.000941,0.0006772999999999,,4.09e-05,,3.01e-05,,2.43e-05,,1.29e-05
227626,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Gas|Electricity|w/o CCS,EJ/yr,49.348965,52.2199613,51.09800430000001,45.5616626,36.4762542,28.072391,23.7017094,20.0181913,14.0283338,,9.207806,,7.9607722,,6.8797806,,5.6739124
227627,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Gas|Gases,EJ/yr,77.74499580000001,81.03293289999999,82.73290420000001,83.1230739,82.1602927,80.60245479999999,78.820683,79.0985591,80.3319893,,81.45536729999999,,80.2751533,,78.0122578,,73.8513603
227628,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Gas|Heat,EJ/yr,9.3343819,8.443522399999999,7.6507014,6.2987229,4.858534199999998,3.3659997,2.1853108,1.5458106,0.9820646,,0.3608143,,0.1362031,,0.0156621,,2.1e-06
227629,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Gas|Hydrogen,EJ/yr,0.5175518,2.2724806,4.5572002,7.1415408,9.818117399999998,12.2310386,13.4834516,11.4790939,7.7709643,,3.7632971,,1.2071751,,0.6210972,,0.1343512
227630,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Gas|Liquids,EJ/yr,0.5136356000000001,1.5061733,4.2481789,10.6299186,22.1721033,38.9941978,58.0279315,74.4735093,95.6857466,,111.1623856,,116.6037057,,114.2379017,,105.9410618
227631,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Gas|w/ CCS,EJ/yr,0.0490946,0.2000653,0.2597494,0.2774539,0.2833553,0.2783755000000001,0.2617926,0.225466,0.166936,,0.0376008,,0.0078974,,0.0008221,,1.92e-05
227632,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Gas|w/o CCS,EJ/yr,137.4104355,145.2762575,150.0284912,152.4787288,155.2031912,162.9889037,175.9583963000001,186.3906392,198.6328399,,205.9121104,,206.175142,,199.7659015,,185.6006815
227633,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Geothermal,EJ/yr,1.4420399,1.5914677,1.5449851,1.4591772,1.4478764,1.4677221,1.5339043,1.7294929,2.3282097,,4.421829400000001,,8.220942999999998,,12.9941847,,16.428473
227634,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Hydro,EJ/yr,16.8707911,18.5136797,19.6904552,20.5048114,21.0869736,21.4560489,21.652177,21.72277279999999,21.9098228,,21.7179046,,21.557359,,21.5896584,,21.3578948
227635,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Non-Biomass Renewables,EJ/yr,28.3282548,43.28854310000001,67.61339579999999,96.7279118,126.7930023,155.4959627,181.1431681,203.7140951,237.2079262,,279.2612711,,327.4362364999999,,368.4744447,,394.3904178
227636,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Nuclear,EJ/yr,9.5900332,10.2469222,10.5538043,10.6087822,10.263396,9.699204,9.218828299999997,8.7976491,8.438376299999998,,7.051099400000001,,4.9161336,,2.695045899999999,,1.0688644
227637,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Oil,EJ/yr,191.6580364,203.186787,207.5258109,205.8528478000001,197.3838221,182.1433931,164.2444716,142.1947646,122.3110644,,97.9738181,,83.12374549999998,,76.0239893,,75.309251
227638,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Oil|w/o CCS,EJ/yr,191.6580364,203.186787,207.5258109,205.8528478000001,197.3838221,182.1433931,164.2444716,142.1947646,122.3110644,,97.9738181,,83.12374549999998,,76.0239893,,75.309251
227639,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Solar,EJ/yr,3.6879445,11.8877513,28.2699028,47.933092,69.5955319,89.49938660000001,106.2794742,119.8593787,137.8025323,,159.7592702,,188.0694152,,211.7254131,,229.9995746
227640,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Primary Energy|Wind,EJ/yr,6.3274794,11.2956445,18.1080527,26.8308313,34.6626205,43.0728051,51.6776126,60.4024508,75.1673615,,93.3622669,,109.5885193,,122.1651885,,126.6044754
231119,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Price|Carbon,US$2010/t CO2,5.60000504,3.360003024000001,1.120001008,8.320007584,15.52001416,22.720020624,29.9200272,37.120033776,44.32004023999999,,58.72005339200001,,73.120066432,,87.52007958400002,,101.920092624
231173,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy,EJ/yr,154.1472511,162.3346247,164.8819907,156.9304297,143.1821694,127.9460106,115.8528614,109.1481668,104.0190957,,93.29814,,87.0707135,,81.14922040000002,,73.7831491
231174,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Biomass,EJ/yr,7.064762,7.5088265,7.9443782,8.187471899999998,8.5495489,9.223101099999996,9.8617661,10.7615079,12.9754188,,15.5182447,,19.0358976,,20.4475854,,20.3036791
231175,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Biomass|1st Generation,EJ/yr,0.0299714,0.0273276,0.0226898,0.0117297,0.0255632,0.1585836,0.1699585,0.1693297,0.1736116,,0.1736116,,0.1736116,,0.1736116,,0.1736116
231176,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Biomass|Electricity,EJ/yr,0.7607464,0.7552190999999999,0.7436286000000001,0.7325088999999999,0.7301014,0.7482730999999999,0.8017532,0.8989872999999999,1.1723103,,1.5726541,,2.2262015,,2.459672899999999,,2.3852348
231177,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,0.0,7.4e-06,8.099999999999999e-06,8e-06,8e-06,8e-06,0.0013881,0.0065179,0.0214855,,0.0618093,,0.1589583000000001,,0.3349129,,0.5850482
231178,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Biomass|Electricity|w/o CCS,EJ/yr,0.7607464,0.7552116999999999,0.7436205,0.7325008999999999,0.7300933,0.7482650999999999,0.8003650999999999,0.8924692999999999,1.1508247,,1.5108449,,2.0672432,,2.12476,,1.8001866
231179,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Biomass|Energy Crops,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5947376,2.2557279,,3.9570826,,6.7353549,,7.4375615,,6.669714899999999
231180,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Biomass|Gases,EJ/yr,0.4876286000000001,0.506375,0.5158200000000001,0.5074166999999998,0.4684315,0.3817621,0.2448729,0.0989729,0.0233107,,2.73e-05,,0.0266944,,0.0543162,,0.0799073999999999
231181,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Biomass|Heat,EJ/yr,2.5141819,3.9810336,5.295938,6.169113499999999,6.679797600000001,6.8210453,6.533393500000001,5.996620900000001,5.166774499999999,,2.8886608,,1.0747686,,0.2049966,,0.0017729
231182,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Biomass|Hydrogen,EJ/yr,0.0,0.0382193,0.1043334,0.1440651,0.1431739,0.1408939,0.1348442,0.1231528,0.1029894,,0.0335091,,0.0002029,,8.9e-06,,4.2e-06
231183,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Biomass|Liquids,EJ/yr,0.0299714,0.0273276,0.0258979,0.1005939,0.3858601,1.108407,2.1468949,3.6437654,6.5100235,,11.023382,,15.7080217,,17.7285853,,17.8367572
231184,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Biomass|Modern,EJ/yr,3.815346899999999,5.324282299999999,6.694294299999999,7.656855299999999,8.407960999999998,9.2004822,9.8617661,10.7615079,12.9754188,,15.5182447,,19.0358976,,20.4475854,,20.3036791
231185,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Biomass|Residues,EJ/yr,7.0347906,7.481499000000001,7.921688400000001,8.175742200000002,8.523985699999999,9.0645175,9.6918075,9.9974406,10.5460794,,11.3875505,,12.1269311,,12.8364122,,13.4603525
231186,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Biomass|Solids,EJ/yr,3.2722337,2.2006521,1.2587603,0.5337737,0.1421845,0.0227197,7.3e-06,8.599999999999999e-06,1.05e-05,,1.15e-05,,8.5e-06,,5.5e-06,,2.6e-06
231187,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Biomass|Traditional,EJ/yr,3.2494151,2.1845442,1.2500839,0.5306166,0.1415879,0.0226188,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0
231188,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Coal,EJ/yr,91.47711660000002,88.6179991,81.4637757,65.98755320000002,46.0550668,27.8893669,16.7991104,14.2640081,11.419698,,8.7605415,,7.299193100000001,,6.017950899999999,,5.371790700000001
231189,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Coal|Electricity,EJ/yr,48.3885205,47.6110032,43.7811439,33.02038270000001,19.6972853,7.7203244,1.0499937,0.5290326999999999,0.0876168,,0.0022324,,2e-07,,2e-07,,0.0
231190,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Coal|Electricity|w/ CCS,EJ/yr,0.002763,0.0115717,0.0115622,0.011515,0.0113735,0.0110533,0.0104421,0.0094000999999999,0.0077596,,0.0022197,,2e-07,,2e-07,,0.0
231191,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Coal|Electricity|w/o CCS,EJ/yr,48.3857574,47.5994315,43.7695817,33.00886759999999,19.6859118,7.709271100000001,1.0395516,0.5196326,0.0798571999999999,,1.27e-05,,0.0,,0.0,,0.0
231192,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Coal|Gases,EJ/yr,0.2341832,0.0015323,0.001242,0.0009,0.0004930999999999,0.0001357,4.7e-06,4.7e-06,4.7e-06,,4.7e-06,,0.0,,0.0,,0.0
231193,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Coal|Heat,EJ/yr,4.766835499999999,4.4371293,3.2622521,2.2261383,1.3667956,0.7435350999999999,0.5066036,0.3898158,0.1890123,,0.017521,,1.8e-06,,0.0,,0.0
231194,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Coal|Hydrogen,EJ/yr,1.04e-05,1.24e-05,1.21e-05,1.19e-05,1.22e-05,1.34e-05,1.46e-05,1.1e-05,1.11e-05,,8.599999999999999e-06,,4.1e-06,,2.9e-06,,7e-07
231195,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Coal|Liquids,EJ/yr,0.0,6.7e-06,1.34e-05,1.67e-05,2.01e-05,2.33e-05,2.63e-05,2.9e-05,3.620000000000001e-05,,3.32e-05,,8e-06,,4.299999999999999e-06,,1e-06
231196,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Coal|Solids,EJ/yr,38.08756699999999,36.56831520000001,34.4191124,30.7401036,24.9904605,19.4253349,15.2424675,13.3451148,11.1430169,,8.740741599999998,,7.299179000000001,,6.0179436,,5.371789000000001
231197,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Coal|w/ CCS,EJ/yr,0.002763,0.011583,0.0115735,0.0115263,0.0113847,0.0110649,0.0104533,0.0094112999999999,0.0077769,,0.0022309,,1.04e-05,,7.3e-06,,1.7e-06
231198,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Coal|w/o CCS,EJ/yr,91.4743536,88.60641609999999,81.4522022,65.97602690000001,46.0436821,27.878302,16.7886571,14.2545968,11.4119211,,8.758310599999998,,7.2991828,,6.0179436,,5.371789000000001
231199,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Fossil,EJ/yr,137.4946865,139.3165856,133.2104599,115.7708902,93.36722920000004,71.66711420000001,56.54853330000001,48.9507791,41.9604692,,33.30068899999999,,26.2338762,,20.78869649999999,,15.4223058
231200,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Fossil|w/ CCS,EJ/yr,0.002763,0.0202892,0.0202755,0.020191,0.0199149,0.0192635,0.0179881,0.0157788,0.012267,,0.0022384,,1.75e-05,,1.36e-05,,6.099999999999999e-06
231201,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Fossil|w/o CCS,EJ/yr,137.4919235,139.2962964,133.1901844,115.7506991,93.3473142,71.6478507,56.53054520000001,48.93500030000001,41.94820230000001,,33.29845070000001,,26.23385870000001,,20.78868289999999,,15.4222998
231202,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Gas,EJ/yr,17.341805,18.78351289999999,20.3496144,19.26859279999999,17.8967264,15.9105721,13.8920706,12.484425,11.8632792,,12.7234404,,12.1131354,,10.6155836,,7.9351962
231203,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Gas|Electricity,EJ/yr,2.1227244,2.3463827,2.5578516,2.1022545,1.680071,1.469953,1.3233985,1.1385966,1.0549842,,0.8191839,,0.7136099,,0.4790852,,0.3272283
231204,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Gas|Electricity|w/ CCS,EJ/yr,0.0,3.7e-06,3.7e-06,3.7e-06,3.7e-06,3.7e-06,3.6e-06,3.6e-06,3.5e-06,,3.4e-06,,3.1e-06,,2.5e-06,,1.5e-06
231205,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Gas|Electricity|w/o CCS,EJ/yr,2.1227244,2.3463791,2.5578479,2.1022508,1.6800673,1.4699493,1.3233948,1.138593,1.0549807,,0.8191805,,0.7136068,,0.4790827000000001,,0.3272268
231206,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Gas|Gases,EJ/yr,12.7139711,13.475598,14.2397732,13.6926929,12.8851006,11.7130131,10.384633,9.737032999999998,8.8215138,,8.1941095,,6.9729884,,6.2992049,,5.038366400000001
231207,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Gas|Heat,EJ/yr,2.439247999999999,2.5758941,2.6850804,2.1981913,1.7964986,1.063518,0.4159956,0.0324593,0.0008412,,7.2e-06,,0.0,,0.0,,0.0
231208,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Gas|Hydrogen,EJ/yr,0.0658615,0.3856381,0.8669093000000001,1.2754542,1.488944,1.4728348,1.2733552,0.5888987,0.0044954999999999,,7.9e-06,,4e-06,,3.8e-06,,3e-06
231209,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Gas|Liquids,EJ/yr,0.0,0.0,0.0,0.0,0.0461122,0.1912532,0.4946884,0.9874374,1.9814445,,3.710131800000001,,4.426533,,3.8372897,,2.5695986
231210,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Gas|w/ CCS,EJ/yr,0.0,0.0087063,0.008702,0.0086647,0.0085302,0.0081986999999999,0.0075347999999999,0.0063675,0.0044901,,7.4e-06,,7.2e-06,,6.3e-06,,4.4e-06
231211,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Gas|w/o CCS,EJ/yr,17.341805,18.7748066,20.3409123,19.2599281,17.8881962,15.9023734,13.8845358,12.4780575,11.8587892,,12.723433,,12.1131282,,10.6155773,,7.9351918
231212,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Geothermal,EJ/yr,0.1194551,0.1021094,0.0704137,0.0357036,0.0168468,0.0223849,0.0667372,0.1742517,0.4580645,,1.3693083,,2.603297700000001,,3.0000658,,2.7851576
231213,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Hydro,EJ/yr,4.8977713,5.581143100000001,5.9660393,6.118137699999999,6.192587399999999,6.217633,6.212924899999999,6.191862100000001,6.164238499999999,,6.0996942,,6.0226006,,5.9660393,,5.763510599999999
231214,REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8|China,Primary Energy|Non-Biomass Renewables,EJ/yr,8.213105599999999,13.5012386,21.0964502,29.7800155,37.61784639999999,43.0963611,45.33180139999999,45.3277869,45.052591,,41.1049286,,39.522685,,38.6986812,,37.5845114
